Timestamp,Label
2024-05-08 13:50:23.993154,Excellent
2024-05-08 13:52:20.738247,Acceptable
2024-05-08 13:52:21.888617,So and So
2024-05-08 13:52:24.732246,Acceptable
2024-05-08 13:52:29.234642,Excellent
2024-05-08 13:53:12.883240,Acceptable
2024-05-08 13:53:17.618468,Excellent
2024-05-08 13:53:29.972166,Acceptable
2024-05-08 13:53:30.952401,Excellent
2024-05-08 13:53:42.890684,Acceptable
2024-05-08 13:53:43.608875,Acceptable
2024-05-08 13:53:44.280215,Excellent
2024-05-08 13:54:03.393495,Acceptable
2024-05-08 13:54:06.584911,Excellent
2024-05-08 13:54:37.917398,Acceptable
2024-05-08 13:54:38.946551,Excellent
2024-05-08 13:55:00.570303,Acceptable
2024-05-08 13:55:07.826173,Excellent
2024-05-08 13:55:32.570944,Acceptable
2024-05-08 13:55:39.462544,So and So
2024-05-08 13:55:40.535038,Acceptable
2024-05-08 13:55:42.183894,Excellent
2024-05-08 13:55:59.158979,Acceptable
2024-05-08 13:56:03.411475,Excellent
2024-05-08 13:56:21.661816,Acceptable
2024-05-08 13:56:22.631105,Excellent
2024-05-08 13:58:25.067298,Acceptable
2024-05-08 13:58:27.853002,So and So
2024-05-08 13:58:28.983546,Excellent
2024-05-08 14:01:06.720835,So and So
2024-05-08 14:01:07.820572,Uncomfortable
2024-05-08 14:01:10.405228,Excellent
2024-05-08 14:03:25.437004,Acceptable
2024-05-08 14:03:26.336140,So and So
2024-05-08 14:03:28.575037,Acceptable
2024-05-08 14:03:32.969276,Excellent
2024-05-08 14:03:35.836381,Not paying attention
2024-05-08 14:03:49.393594,Excellent
2024-05-08 14:04:14.212876,Acceptable
2024-05-08 14:04:16.506759,So and So
2024-05-08 14:04:19.433109,Acceptable
2024-05-08 14:04:19.545315,Acceptable
2024-05-08 14:04:24.810983,So and So
2024-05-08 14:04:31.983267,Acceptable
2024-05-08 14:04:35.000697,Excellent
2024-05-08 14:04:54.710906,Acceptable
2024-05-08 14:04:58.934577,Excellent
2024-05-08 14:09:11.027298,Acceptable
2024-05-08 14:09:12.209654,Excellent
2024-05-08 14:09:40.035443,Acceptable
2024-05-08 14:09:42.503215,Excellent
2024-05-08 14:11:10.387268,Acceptable
2024-05-08 14:11:13.610207,Excellent
2024-05-08 14:11:14.607915,Acceptable
2024-05-08 14:11:16.528556,Excellent
2024-05-08 14:11:53.776353,So and So
2024-05-08 14:11:54.654148,Uncomfortable
2024-05-08 14:11:57.845877,Excellent
2024-05-08 14:12:42.627695,Acceptable
2024-05-08 14:12:44.546993,Excellent
2024-05-08 14:13:26.658017,Acceptable
2024-05-08 14:13:29.599819,Excellent
2024-05-08 14:13:36.578306,Acceptable
2024-05-08 14:13:38.142823,So and So
2024-05-08 14:13:43.252185,Excellent
2024-05-08 14:13:47.287540,So and So
2024-05-08 14:13:48.689392,Uncomfortable
2024-05-08 14:13:50.432596,Excellent
2024-05-08 14:14:15.018734,Acceptable
2024-05-08 14:14:16.310637,Excellent
2024-05-08 14:14:25.953835,Acceptable
2024-05-08 14:14:27.538496,So and So
2024-05-08 14:14:28.355084,Uncomfortable
2024-05-08 14:14:31.980821,So and So
2024-05-08 14:14:34.419774,Uncomfortable
2024-05-08 14:14:36.209196,Excellent
2024-05-08 14:15:41.232548,Acceptable
2024-05-08 14:15:43.683084,Excellent
2024-05-08 14:15:50.120355,Acceptable
2024-05-08 14:15:52.559258,So and So
2024-05-08 14:15:56.526635,Excellent
2024-05-08 14:16:41.142484,Acceptable
2024-05-08 14:16:47.457109,Excellent
2024-05-08 14:17:01.234017,Acceptable
2024-05-08 14:17:08.077875,Excellent
2024-05-08 14:20:53.848193,Acceptable
2024-05-08 14:20:58.397802,Excellent
2024-05-08 14:21:03.348930,Acceptable
2024-05-08 14:21:04.439005,So and So
2024-05-08 14:21:07.250389,Excellent
2024-05-08 14:22:09.122589,So and So
2024-05-08 14:22:10.996091,Acceptable
2024-05-08 14:22:17.283954,Excellent
2024-05-08 14:27:05.849609,Acceptable
2024-05-08 14:27:08.412324,Excellent
2024-05-08 14:27:50.287896,Acceptable
2024-05-08 14:27:54.083638,Excellent
2024-05-08 14:28:31.805112,Acceptable
2024-05-08 14:28:33.347211,Excellent
2024-05-08 14:29:24.155741,Acceptable
2024-05-08 14:29:56.303353,Excellent
2024-05-08 14:32:09.271568,Not paying attention
2024-05-08 14:32:42.264374,Excellent
2024-05-08 14:33:01.547878,Acceptable
2024-05-08 14:33:11.693148,Excellent
2024-05-08 14:35:05.018482,Acceptable
2024-05-08 14:35:06.753753,Excellent
2024-05-08 14:37:04.559759,Acceptable
2024-05-08 14:37:06.323833,So and So
2024-05-08 14:37:07.060020,Excellent
2024-05-08 14:41:20.413496,So and So
2024-05-08 14:41:22.789794,Acceptable
2024-05-08 14:41:25.633131,Excellent
2024-05-08 14:41:38.532630,Acceptable
2024-05-08 14:41:41.798788,Excellent
2024-05-08 14:46:54.718738,Acceptable
2024-05-08 14:47:00.841034,Excellent
