Timestamp,Label
2024-05-09 16:25:12.140554,Excellent
2024-05-09 16:26:38.302774,Acceptable
2024-05-09 16:26:42.383794,Excellent
2024-05-09 16:28:29.780484,Acceptable
2024-05-09 16:28:33.203101,Excellent
2024-05-09 16:28:42.852530,Acceptable
2024-05-09 16:28:47.522405,Excellent
2024-05-09 16:29:28.736365,Acceptable
2024-05-09 16:29:34.865318,Excellent
2024-05-09 16:30:46.624969,Acceptable
2024-05-09 16:30:51.980293,Excellent
2024-05-09 16:32:07.121198,Acceptable
2024-05-09 16:32:11.398997,So and So
2024-05-09 16:32:12.663925,Excellent
2024-05-09 16:36:48.936052,Acceptable
2024-05-09 16:36:55.755209,So and So
2024-05-09 16:36:57.503378,Acceptable
2024-05-09 16:36:58.357046,Excellent
2024-05-09 16:39:30.240406,Acceptable
2024-05-09 16:39:34.179286,Excellent
2024-05-09 16:41:42.561411,Not paying attention
2024-05-09 16:46:44.846911,Excellent
2024-05-09 16:47:00.516241,Acceptable
2024-05-09 16:47:06.897042,Excellent
2024-05-09 16:49:06.478938,So and So
2024-05-09 16:49:08.522004,Acceptable
2024-05-09 16:49:09.369011,Excellent
2024-05-09 16:49:15.647104,Acceptable
2024-05-09 16:49:21.012215,Excellent
2024-05-09 16:51:44.689208,Acceptable
2024-05-09 16:51:45.382352,So and So
2024-05-09 16:51:48.469318,Acceptable
2024-05-09 16:51:49.508935,Excellent
2024-05-09 16:53:04.357167,Acceptable
2024-05-09 16:53:19.202773,Excellent
2024-05-09 16:53:35.674971,So and So
2024-05-09 16:53:39.060594,Acceptable
2024-05-09 16:53:44.039195,Excellent
2024-05-09 16:53:53.696218,Acceptable
2024-05-09 16:53:54.975587,So and So
2024-05-09 16:53:55.090277,So and So
2024-05-09 16:53:59.413008,Acceptable
2024-05-09 16:54:01.339292,Excellent
2024-05-09 16:54:17.805720,Acceptable
2024-05-09 16:54:27.194338,Excellent
2024-05-09 16:54:37.092664,Acceptable
2024-05-09 16:54:38.740890,So and So
2024-05-09 16:54:43.677333,Acceptable
2024-05-09 16:54:45.111056,Excellent
2024-05-09 16:55:37.064796,Acceptable
2024-05-09 16:55:44.072091,Excellent
2024-05-09 16:55:51.756999,Acceptable
2024-05-09 16:55:53.907272,So and So
2024-05-09 16:55:55.633556,Acceptable
2024-05-09 16:56:02.825096,Excellent
2024-05-09 16:56:40.742107,Acceptable
2024-05-09 16:56:41.800489,So and So
2024-05-09 16:56:43.560802,Acceptable
2024-05-09 16:56:47.000500,Excellent
2024-05-09 16:56:49.314199,Acceptable
2024-05-09 16:56:50.814197,So and So
2024-05-09 16:56:53.055712,Acceptable
2024-05-09 16:56:54.171101,Excellent
2024-05-09 16:58:09.346617,Not paying attention
2024-05-09 16:58:30.481343,So and So
2024-05-09 16:58:32.282814,Uncomfortable
2024-05-09 16:58:33.919280,So and So
2024-05-09 16:58:35.128263,Acceptable
2024-05-09 16:58:36.469497,Excellent
2024-05-09 17:00:42.861746,Acceptable
2024-05-09 17:00:44.634058,So and So
2024-05-09 17:00:47.586268,Acceptable
2024-05-09 17:00:49.613263,Excellent
2024-05-09 17:01:08.019503,Acceptable
2024-05-09 17:01:09.033160,So and So
2024-05-09 17:01:09.780882,Acceptable
2024-05-09 17:01:09.848361,So and So
2024-05-09 17:01:12.040677,Acceptable
2024-05-09 17:01:12.853921,Excellent
2024-05-09 17:03:33.117978,Acceptable
2024-05-09 17:03:34.755520,Excellent
2024-05-09 17:03:39.586852,Not paying attention
2024-05-09 17:04:20.983621,Acceptable
2024-05-09 17:04:23.702047,Excellent
2024-05-09 17:04:59.636188,Acceptable
2024-05-09 17:05:01.205745,So and So
2024-05-09 17:05:02.553925,Acceptable
2024-05-09 17:05:04.374913,Excellent
2024-05-09 17:05:25.002946,Acceptable
2024-05-09 17:05:27.433425,So and So
2024-05-09 17:05:35.407329,Acceptable
2024-05-09 17:05:37.718319,So and So
2024-05-09 17:05:39.310021,Uncomfortable
2024-05-09 17:05:41.880061,So and So
2024-05-09 17:05:42.335303,Acceptable
2024-05-09 17:05:44.292082,Excellent
2024-05-09 17:05:46.592493,Acceptable
2024-05-09 17:05:50.068077,Excellent
2024-05-09 17:06:35.246606,Acceptable
2024-05-09 17:06:39.906118,Excellent
2024-05-09 17:07:57.368437,So and So
2024-05-09 17:08:00.642140,Acceptable
2024-05-09 17:10:12.774049,Excellent
2024-05-09 17:12:20.096891,Acceptable
2024-05-09 17:12:21.121656,Excellent
2024-05-09 17:12:21.806773,Acceptable
2024-05-09 17:12:21.966312,Excellent
2024-05-09 17:14:15.418214,Not paying attention
